friendly;freundlich;0;
funny;lustig;1;2018-05-18
happy;glücklich;1;2018-05-18
lazy;faul;0;
little;klein;0;2018-05-18
loud;laut;0;
mad;verrückt;0;
crazy;verrückt;1;2018-05-18
nervous;nervös;1;2018-05-18
nice;nett;0;
patient;geduldig;0;
polite;höflich;0;
pretty;hübsch;0;2018-05-04
quiet;ruhig;0;
selfish;egoistisch;0;
scary;unheimlich:gruselig;0;
short;kurz;1;2018-05-18
shy;schüchtern;0;
silly;dumm;0;
slow;langsam;0;
small;klein;0;
strange;seltsam;0;
strict;streng;0;
sweet;süß:goldig;0;
tall;groß;0;
tired;müde;1;2018-05-17
unhappy;unglücklich;0;
improve;sich verbessern:verbessern;0;
warm up;aufwärmen;0;
mouth;Mund;0;
sound;Ton:Geräusch:Klang;0;
get fit;in Form kommen:fit werden;0;2018-05-18
rhythm;Rhythmus;0;
stand up;aufstehen;0;2018-05-17
Clap your hands.;Klatsch/Klatscht in die Hände.;0;
loud;laut;1;2018-05-19
very much;sehr;0;
speak;sprechen;0;
clear;klar:deutlich;0;
acting a scene;eine theaterszene spielen;0;
too;zu;0;
scene;Szene;1;2018-05-17
typical;typisch;0;
country;countries;0;2018-05-18
interesting;interessant;0;
to look;schauen:sehen:aussehen;0;2018-05-18
in the mornings;morgens;vormittags;
act;spielen;0;
be good at;gut sein in;0;2018-05-17
wash;waschen:sich waschen;0;
face;Gesicht;0;
make;machen:tun:bilden;0;
early;früh;0;
goodbye;auf Wiedersehen;0;2018-05-04
bark;bellen;1;2018-05-17
be scared;Angst haben;0;2018-05-18
run away;wegrennen;0;
have fun;Spaß haben:sich amüsieren;0;
listen for;horchen auf;0;
sit!;Sitz!:Platz!;0;
around;um herum:umher;0;2018-05-19
chase;jagen:nachjagen;0;2018-05-17
tail;Schwanz:Schweif;0;
a lot to learn;viel zu lernen;0;
put;setzen:stellen:legen;0;2018-05-18
drink;Getränk;0;
fall over;hinfallen:umkippen;0;
throw;werfen;0;
shoe;Schuh;0;
fall asleep;einschlafen;0;
describe;beschreiben;1;2018-05-18
How to;Wie man;0;
visit;besichtigen:besuchen;0;
important;wichtig;0;
these;diese;0;
page;Seite;0;
what to;was man;0;2018-05-18
English-speaking;englischsprachig;0;2018-05-17
warm-up;Aufwärmübung;0;
smile;Lächeln;0;
Excuse me;Entschuldigung;Entschuldigen Sie;
of course;natürlich:selbstverständlich;0;2018-05-18
have (a sweet);(ein Bonbon)nehmen:essen;1;2018-05-20
You´re welcome.;Bitte schön.:Nichts zu danken.:Gern geschehen.;0;
lemonade;Limonade;0;
timetable;Stundenplan:Fahrplan;0;
be in the way;im Weg sein:stehen;1;2018-05-17
way;Weg;0;
bus station;Busbahnhof;0;
person;Person:Mensch;0;
box;Box:Kasten:Schachtel:Kiste;0;
open;öffnen:aufmachen;0;
train;Zug;0;
window;Fenster;1;2018-05-17
at home;zu Hause;1;2018-05-19
at school;in der Schule;0;
at the bus station;am Busbahnhof;0;
in the street;auf der Straße;0;2018-05-17
on the bus;im Bus;0;
on the train;im Zug;0;
in the car;im Auto;0;
hold;halten:festhalten;1;2018-05-19
open;offen:geöffnet:aufgeschlagen;1;2018-05-18
woman;Frau:Frauen;0;
man;Mann:Männer;0;
jump the queue;sich vordrängeln;0;2018-05-19
British;britisch:Britin:Brite;0;
escalator;Rolltreppe;0;
stand;stehen;0;2018-05-17
walk;gehen:laufen;1;2018-05-17
museum;Museum;0;
cost;kosten;0;
ship;Schiff;1;2018-05-18
over;hinüber:über;0;
foot;Fuß:Füße;0;
east;Osten:Ost;0;
west;Westen:West;0;
pier;Pier:Hafendamm;0;
start;anfangen:beginnen:starten;0;
near;nahe:in der Nähe von;0;
river;Fluss;0;
farm;Farm:Bauernhof;0;
across;auf der anderen Seite von:über:hinüber:herüber:quer durch;0;
city;Stadt:Großstadt;1;2018-05-13
free;frei:kostenlos;1;2018-05-19
water slide;Wasserrutsche;0;
map;Stadtplan:Landkarte;0;
leisure center;Freizeitzentrum;0;
free time;Freizeit;0;
look;Blick;0;
together;zusammen:gemeinsam:miteinander;0;
at the weekend;am Wochenende;1;2018-05-18
What about...?;Wie wäre es mit...?:Was ist mit...?;0;
special;besonders:speziell;0;
exiting;spannend:aufregend;0;
What time?;Um wie viel Uhr?;0;
fine;gut:in Ordnung:schön;0;
See you;Bis dann!:Bis...;0;
close;schließen:zumachen;0;
enough;genug:genügend;1;2018-05-18
spell;buchstabieren;0;
at last;endlich:schließlich;0;
half-sister;Halbschwester;0;2018-05-18
information;Information;0;
all;alle:alles:ganz;0;
get there;hinkommen;0;
Docklands Light Railway;Regionalbahn im Osten Londons;0;2018-05-19
us;uns;0;
answer;antworten:beantworten;0;
weather;Wetter;0;
keep your fingers crossed;die Daumen drücken;0;
town;Stadt ;0;
get to;kommen zu:kommen nach:erreichen;0;2018-05-18
bus;Bus;0;
talk to;reden mit;0;
pig; Schwein;0;
chicken;Huhn;1;2018-05-19
horse;Pferd;0;
lamb;Lamm:Lämmchen;0;
tourist information center;Touristeninformation;0;
I don't know!;Ich weiß (es) nicht;0;
go down;hinuntergehen:nach untengehen:entlang gehen;0;
turn;einbiegen:abbiegen;0;2018-05-17
left;links;0;
straight on;geradeaus;0;
past;vorbei (an):vorüber (an);0;
right;rechts;rechte/-r/-s;
opposite;gegenüber:auf der anderen Seite von;0;
cafe;Café;0;2018-05-18
theater;Theater;0;
shopping;Einkaufen:Einkäufe;0;
cinema;Kino;0;
church;Kirche;0;
Let`s look at the map;Lass(t) auns auf den Stadtplan/die Karte schauen.;0;
Where`s...?;Wo ist...;0;
Look,it`s over there;Schau, es ist dort drüben:in der East Street/;0;
Are you sure?;Bist du sicher?;0;2018-05-18
I`m not sure. Let`s ask.;Nein, lass(t) uns fragen.;0;
Excuse me,please.;Entschuldigung:Entschuldigen Sie.;0;
Can you tell me;Können sie mir:uns sagen, wie man zum...kommt?;0;
How do I/we get to...?;Wie komme(n) ich/wir zu(m)...?;0;2018-05-19
Wait a minute...oh,yes.;Einen Augenblick.:Ich muss kurz nachdenken...oh,ja...;0;2018-05-19
Go down...;Geh(t)(en) Sie...entlang.;0;
Turn right;Bieg(t)(en) Sie rechts:links in...ab.;0;
Go straight on.;Geh(t)(en) Sie geradaus.;0;
Go past...;Geh(t)(en) Sie am...vorbei.;0;
It`s on the right;Es befindet sich auf der rechten:linken Seite.;0;
It`s opposite the...;Es befindet sich gegenüber...;0;2018-05-18
Thank you very much (for your help);Vielen Dank.;0;2018-05-17
You`re welcome.;Keine Ursache:Gern geschehen.;0;
need;(tun) müssen;0;2018-05-18
line;Zeile:Linie;0;
market;Markt;1;2018-05-18
survey;Umfrage:Studie;0;
end;Ende:Schluss;0;
which;welche:-er:s;0;
activity;Aktivität;0;
think of;halten von:denken über;0;
each;jede:-r:-s;0;
captain;Kapitän:Mannschaftsführer;0;
cabin boy;Schiffsjunge;0;
sea;Meer;0;
aboard;an Bord;0;2018-05-18
sailor;Seemann:Matrose;0;
describe;beschreiben;0;
How to;Wie man;0;
visit;besichtigen:besuchen;0;
important;wichtig;0;
these;diese;0;
page;Seite;1;2018-05-18
what to;was man;0;
English-speaking;englischsprachig;0;
warm-up;Aufwärmübung;1;2018-05-18
smile;Lächeln;0;2018-05-18
Excuse me;Entschuldigung;Entschuldigen Sie;
of course;natürlich:selbstverständlich;0;
have (a sweet);(ein Bonbon)nehmen:(ein Bonbon) essen;0;
You're welcome.;Bitte schön.:Nichts zu danken.:Gern geschehen.;0;2018-05-18
lemonade;Limonade;0;
timetable;Stundenplan:Fahrplan;0;
be in the way;im Weg sein:im Weg stehen;0;
way;Weg;1;2018-05-19
bus station;Busbahnhof;0;
person;Person:Mensch;1;2018-05-18
box;Box:Kasten:Schachtel:Kiste;2;2018-05-18
open;öffnen:aufmachen:offen:geöffnet:aufgeschlagen;0;
train;Zug;0;
window;Fenster;0;
at home;zu Hause;0;
at school;in der Schule;0;
at the bus station;am Busbahnhof;0;
on the bus;im Bus;0;
on the train;im Zug;0;
in the car;im Auto;0;
hold;halten:festhalten;0;
woman;Frau:Frauen;0;
man;Mann:Männer;1;2018-05-18
jump the queue;sich vordrängeln;0;
British;britisch:Britin:Brite;0;
escalator;Rolltreppe;0;
stand;stehen;0;
walk;gehen:laufen;0;
tea;Tee;0;
happen;geschehen:passieren;1;2018-05-13
land;Land;0;2018-05-18
storm;Sturm;2;2018-05-17
wave;Welle;0;
wheel;Rad:Steuerrad:Steuer;0;
reef the sails;Segel einholen;0;
shout;schreien:rufen;0;
climb;kletter:besteigen:steigen;0;
rigging;Takelage;0;
dangerous;gefährlich;0;
slow;langsam;0;
brave;mutig:tapfer;0;
come down;herunterkommen;0;
mate;Schiffsoffizier:Maat;0;
drink;trinken;0;
back;zurück;1;2018-05-18
hit;schlagen:treffen;0;
fall;fallen:hinfallen;0;
swim;schwimmen;0;
describe;beschreiben;0;
How to;Wie man;0;
visit;besichtigen:besuchen;0;
important;wichtig;1;2018-05-18
these;diese;0;2018-05-17
page;Seite;0;
what to;was man;0;
English-speaking;englischsprachig;0;
warm-up;Aufwärmübung;1;2018-05-18
smile;Lächeln;0;
Excuse me;Entschuldigung;Entschuldigen Sie;
of course;natürlich:selbstverständlich;0;
have (a sweet);(ein Bonbon)nehmen:(ein Bonbon) essen;0;
You're welcome.;Bitte schön.:Nichts zu danken.:Gern geschehen.;0;
lemonade;Limonade;0;
timetable;Stundenplan:Fahrplan;0;2018-05-18
be in the way;im Weg sein:im Weg stehen;0;
way;Weg;0;
bus station;Busbahnhof;0;
person;Person:Mensch;0;
box;Box:Kasten:Schachtel:Kiste;0;
open;öffnen:aufmachen:offen:geöffnet:aufgeschlagen;0;
train;Zug;1;2018-05-18
window;Fenster;0;
at home;zu Hause;0;
at school;in der Schule;0;
at the bus station;am Busbahnhof;0;
on the bus;im Bus;0;
on the train;im Zug;1;2018-05-18
in the car;im Auto;0;
hold;halten:festhalten;0;
woman;Frau:Frauen;0;2018-05-18
man;Mann:Männer;0;
jump the queue;sich vordrängeln;0;
British;britisch:Britin:Brite;0;
escalator;Rolltreppe;0;
stand;stehen;1;2018-05-19
walk;gehen:laufen;0;
save;retten:bergen;0;
lifebuoy;Rettungsring;0;
lifeboat;Rettungsboot;0;2018-05-18
jump;springen;0;
stay;bleiben;0;
be wrong;Unrecht haben:sich irren;0;
be sorry;leid tun;0;
make;ergeben:machen;0;
Ulm Minster;Ulmer Münster;0;
Minster Square;Münster platz;0;2018-05-18
church spire;Kirchturm;0;2018-05-19
highest;höchster;0;
oldest;ältester;1;2018-05-19
most famous;berühmtester;0;
step;Stufe;1;2018-05-18
old town;Altstadt;0;
Leaning House;schiefes Haus;0;
Butcher's tower;Metzgerturm;0;
Butcher;Metzger;0;
prison;Gefängnis;0;
Fishermen's Quarter;Fischerviertel;0;2018-05-18
Tanner's Quarter;Gerberviertel;0;
half-timbered house;Fachwerkhaus;0;
cobblestone;Pflasterstein;0;
sight;Sehenswürdigkeit;0;
boat;Boot;0;
Town Hall;Rathaus;0;
mayor;Bürgermeister;0;
Town House;Stadthaus;0;
brochure;Prospekt;0;
libary;Bibiliothek;0;
Bavaria;Bayern;0;
museum;Museum;1;2018-05-18
sparrow;Spatz;0;
 Museum of bread Culture;Museum der Brotkultur;0;
 Weishaupt Art Gallery;Weishaupt Gallerie;0;
 memorial;Denkmal;0;
 column;Säule;0;2018-05-20
 in memoriam;zur Erinnerung an;0;
 the White Rose;Weise Rose;0;
 to be awarded sth.;mit etwas ausgezeichnet werden;0;2018-05-18
 tailor;Schneider;0;
 river bank;Flussufer;0;2018-05-20
 Fischermen's Jousting;Fischerstechen;0;
 parade;Parade;0;
 float down the river;runter schwimmen;0;
 fun fair;Jahrmarkt;0;2018-05-13
 Oath Monday;Schwörmontag;0;
 guided tour;Stadtführung;0;
 guide;Stadtführer:Reiseführer;0;
 visitor;Besucher;0;
 tea;Tee;0;
 to happen;geschehen:passieren;0;
land;land;0;
storm;Sturm;0;
wave;Welle;0;
wheel;Rad:Steuerrad:Steuer;0;
reef the sails;die Segel einholen;0;
shout;schreien:rufen;0;
climb;klettern:besteigen:steigen;0;
rigging;Takelage;0;2018-05-18
dangerous;gefährlich;0;2018-05-18
slow;langsam;0;
brave;mutig:tapfer;0;
come down;herunterkommen;0;
mate;Schiffsoffizier:Maat;1;2018-05-18
to drink;trinken;0;
back;zurück;0;
to hit;schlagen:treffen;0;
to fall;fallen:hinfallen;0;
to swim;schwimmen;0;2018-05-18
to save;retten:bergen;0;
lifebuoy;Rettungsring;0;
lifeboat;Rettungsboot;0;
to jump;springen;0;2018-05-18
to stay;bleiben;0;
to be wrong;Unrecht haben;sich irren;
to be sorry;leid tun;0;
to make;ergeben;0;
remember;sicher erinnern:sich merken:denken an;0;
sail;Segel;0;
mast;Mast;1;2018-05-18
ropes;Seile;0;
cabinboy;Kabinenjunge;0;
to save;retten;0;
go shopping;einkaufen gehen;1;2018-05-18
How much is...?;Wieviel kostet...?;0;
How much are...?;Wieviel kosten...?;0;
It´s...;Es kostet...;0;
They´re...;Sie kosten...;0;2018-05-18
pound;Pfund;0;2018-05-18
expensive;teuer;0;
top;Spitze:oberer Teil:oberes Ende;0;
quality;Qualität:Eigenschaft;0;
those;diese dort:jene;0;
cheap;billig:preiswert;0;
bottle;Flasche;0;
Anything else?;Sonst noch etwas?;0;
can;Dose:Büchse;0;
coke;Cola;0;
packet;Päckchen:Paket:Packung;1;2018-05-17
That´s...;Das macht...;0;
a can of coke;eine Dose Cola;0;
a bottle of water;eine Flasche Wasser;0;
a box of old things;eine Schachtel/Kiste/ein Karton mit alten Sachen;0;
a packet of biscuits;eine Packung Kekse;0;
a piece of cake;ein Stück Kuchen;0;2018-05-18
I'm looking for...;Ich suche nach...;0;
present;Geschenk;0;
bracelet;Armband;0;2018-05-17
special offer;Sonderangebot;0;
clothes;Kleider:Kleidung;0;
snack bar;Snackbar:Imbissstube;0;
jewellery;Schmuck;0;2018-05-18
penny;Penny:Pence;0;
price;Preis;0;
euro;Euro;1;2018-05-04
cent;Cent;1;2018-05-18
next;als Nächstes;0;
sell;verkaufen;0;
Can I help you?;Kann ich Dir/Ihnen helfen?:Sie wünschen?;0;
I´m looking for...;Ich suche nach...:Ich brauche...;0;
How much is...?;Was kostet...?;0;
Can I have...,please?;Könnte ich bitte...haben?;0;
It's...;Es kostet...;0;2018-05-18
It is nice/expensive/cheap.;Es ist sehr hübsch/teuer/preiswert.;0;
It´s top quality.;Es ist hochwertig/von guter Qualität.;0;2018-05-17
It's special offer.;Es ist im Angebot.:Es ist ein Sonderangebot.;0;
That's...;Das macht...;0;
glass;Glas;0;
orange;Orange;0;
juice;Saft;0;
at the moment;im Moment:gerade;0;
sad;traurig;0;
to earn;verdienen;0;2018-05-18
flea market;Flohmarkt;0;2018-05-18
community center;Gemeindezentrum;0;
organise;organisieren;0;
year;Jahr:Schuljahr;1;2018-05-18
charity;Wohltätigkeitsverein:wohltätige Zwecke:Wohlfahrt;1;2018-05-19
toy;Spielzeug;0;
to clear out;ausräumen;entrümpeln;
garage;Garage;0;
to feel;fühlen:sich fühlen;0;2018-05-19
hopeful;hoffnungsvoll;0;2018-05-18
ring;klingeln:läuten;0;
make money;Geld verdienen;0;
full (of);voll (von);0;
throw away;wegwerfen;0;2018-05-18
coffee;Kaffee;0;
charity shop;Secondhandladen;0;
any;irgendein/-e/er:irgendwelche;0;
telephone;Telefon;1;2018-05-18
Too bad!;Zu dumm!:Schade!;0;
walk the dog;den Hund ausführen:mit dem Hund spazieren gehen;0;
That's what friends are for.;Dafür sind Freunde da.;0;
must;müssen;0;2018-05-13
be worth;wert sein;1;2018-05-13
How many...?;Wie viel...?;0;
about;ungefähr:circa:etwa;0;
stuff;Zeug;0;
a couple of;ein paar;0;
ask for;fragen nach:bitten um;0;2018-05-18
bargain;Schnäppchen;0;
spend;ausgeben;0;
a little;ein wenig:etwas;0;
a lot of;viel/-e:eine Menge;0;
nothing;nichts;2;2018-05-18
answering machine;Anrufbeantworter;0;2018-05-18
message;Botschaft:Nachricht;0;2018-05-04
call;anrufen:rufen;0;
leave a message;eine Nachricht hinterlassen;0;
caller;Anrufer/-in;0;2018-05-18
phone call;Anruf;0;
answer the phone;einen Anruf entgegennehmen;0;
left;übrig;0;
I'd like to...;Ich möchte...:Ich würde gern...;0;
take a message;eine Nachricht entgegennehmen:jemandem etwas ausrichten;0;2018-05-17
I'll get her/him.;Ich hole sie/ihn.;0;
set up;einrichten:aufbauen;0;2018-05-18
dictionary;Wörterbuch;0;
buyer;Käufer/-in;0;
seller;Verkäufer/-in;2;2018-05-18
half;die Hälfte (von):die Hälfte;0;
goal;Tor:Ziel;0;
lucky;der Glückliche:die Glückliche;0;
wine;Wein;0;
raffle;Tombola;0;
prize;Preis:Gewinn;0;2018-05-13
